time_format,pm2_5,pm10,co,o3,humidity,temperature
2023-08-01 00:00:00,9.0,0.15625,15.5,1.0,66.25,13.3
2023-08-01 01:00:00,6.0,0.109375,16.0,1.0,68.3,12.9
2023-08-01 02:00:00,5.0,0.09375,14.5,1.0,69.7,12.9
2023-08-01 03:00:00,7.0,0.125,14.0,1.0,70.5,12.649999999999999
2023-08-01 04:00:00,9.5,0.1640625,14.5,1.0,72.4,12.4
2023-08-01 05:00:00,11.5,0.1953125,15.5,1.0,73.2,12.4
2023-08-01 06:00:00,30.0,0.546875,15.5,1.0,74.44999999999999,12.4
2023-08-01 07:00:00,23.0,0.484375,12.0,1.0,69.8,13.1
2023-08-01 08:00:00,20.0,0.46875,6.0,1.0,60.1,15.8
2023-08-01 09:00:00,6.0,0.09375,17.5,1.0,56.099999999999994,17.65
2023-08-01 10:00:00,2.0,0.03125,18.5,1.0,48.1,20.7
2023-08-01 11:00:00,7.0,0.109375,14.0,1.0,45.5,21.3
2023-08-01 12:00:00,,0.09375000000000001,,,,
2023-08-01 13:00:00,,0.078125,,,,
2023-08-01 14:00:00,,0.0625,,,,
2023-08-01 15:00:00,,0.046875,,,,
2023-08-01 16:00:00,2.0,0.03125,19.0,,50.4,17.0
2023-08-01 17:00:00,6.5,0.1484375,12.5,,47.45,17.7
2023-08-01 18:00:00,9.0,0.1875,17.0,,48.8,15.1
2023-08-01 19:00:00,30.0,0.625,12.0,,53.2,14.2
2023-08-01 20:00:00,16.0,0.359375,12.0,,54.7,14.2
2023-08-01 21:00:00,9.0,0.140625,24.0,,55.6,14.0
2023-08-01 22:00:00,,0.1875,,,,
2023-08-01 23:00:00,,0.234375,,,,
2023-08-02 00:00:00,,0.28125,,,,
2023-08-02 01:00:00,,0.328125,,,,
2023-08-02 02:00:00,,0.375,,,,
2023-08-02 03:00:00,,0.421875,,,,
2023-08-02 04:00:00,,0.46874999999999994,,,,
2023-08-02 05:00:00,,0.515625,,,,
2023-08-02 06:00:00,,0.5625,,,,
2023-08-02 07:00:00,31.0,0.609375,18.0,,70.3,11.3
