time_format,pm2_5,pm10,co,o3,humidity,temperature
2023-08-02 16:00:00,0.0660377358490566,4.0,20.0,,38.95,20.75
2023-08-02 17:00:00,0.1320754716981132,8.0,16.0,,42.5,18.4
2023-08-02 18:00:00,0.20754716981132074,13.5,14.5,,45.7,17.25
2023-08-02 19:00:00,0.07547169811320754,7.0,17.0,,47.2,16.7
2023-08-02 20:00:00,0.07547169811320754,7.0,17.5,,66.15,12.9
2023-08-02 21:00:00,0.07547169811320754,5.0,15.0,,67.8,12.3
2023-08-02 22:00:00,0.08490566037735849,5.0,13.5,,70.6,12.2
2023-08-02 23:00:00,0.1509433962264151,8.0,14.0,,72.0,11.9
2023-08-03 00:00:00,0.18867924528301885,13.0,17.0,,74.7,11.6
2023-08-03 01:00:00,0.3018867924528302,18.0,18.0,,75.4,11.6
2023-08-03 02:00:00,0.3773584905660377,22.0,18.5,,74.75,11.6
2023-08-03 03:00:00,0.2641509433962264,16.0,16.0,,74.7,11.7
2023-08-03 04:00:00,0.3632075471698113,,,,,
2023-08-03 05:00:00,0.46226415094339623,,,,,
2023-08-03 06:00:00,0.5613207547169811,,,,,
2023-08-03 07:00:00,0.660377358490566,47.0,13.5,,74.5,12.25
2023-08-03 08:00:00,0.6415094339622641,44.0,14.0,,66.8,14.2
2023-08-03 09:00:00,0.40566037735849053,24.5,12.5,,58.95,17.9
2023-08-03 10:00:00,0.11320754716981132,8.0,16.0,,51.4,19.8
2023-08-03 11:00:00,0.07547169811320754,5.0,16.0,,50.9,19.3
2023-08-03 12:00:00,0.02830188679245283,2.0,15.5,,47.650000000000006,20.75
2023-08-03 13:00:00,0.018867924528301886,2.0,10.0,,42.5,24.3
2023-08-03 14:00:00,0.02830188679245283,1.5,25.5,,39.1,24.45
2023-08-03 15:00:00,0.03773584905660377,2.0,17.0,,41.650000000000006,21.799999999999997
2023-08-03 16:00:00,0.05660377358490566,4.0,14.0,,43.1,20.2
2023-08-03 17:00:00,0.20754716981132074,13.0,14.0,,45.9,17.9
2023-08-03 18:00:00,0.18867924528301885,12.0,18.0,,48.6,17.0
2023-08-03 19:00:00,0.12264150943396226,7.5,22.5,,54.6,15.649999999999999
2023-08-03 20:00:00,0.09433962264150943,7.0,18.5,,59.25,13.5
2023-08-03 21:00:00,0.18867924528301885,12.0,15.5,,63.45,12.0
2023-08-03 22:00:00,0.11320754716981132,6.0,15.5,,67.05,10.75
2023-08-03 23:00:00,0.11320754716981132,6.5,14.5,,68.1,10.2
2023-08-04 00:00:00,0.11320754716981132,6.0,15.0,,70.4,9.4
2023-08-04 01:00:00,0.09433962264150943,6.0,12.5,,70.65,9.0
2023-08-04 02:00:00,0.16226415094339625,,,,,
2023-08-04 03:00:00,0.23018867924528302,,,,,
2023-08-04 04:00:00,0.2981132075471698,,,,,
2023-08-04 05:00:00,0.36603773584905663,,,,,
2023-08-04 06:00:00,0.43396226415094336,28.0,6.0,,78.0,7.9
2023-08-04 07:00:00,0.43396226415094336,31.0,18.0,,71.7,10.4
2023-08-04 08:00:00,0.4716981132075472,35.0,15.5,,62.599999999999994,13.15
2023-08-04 09:00:00,0.4716981132075472,26.0,17.5,,55.650000000000006,17.7
2023-08-04 10:00:00,0.3773584905660377,28.0,12.0,,50.6,19.3
2023-08-04 11:00:00,0.09433962264150943,6.5,13.0,,47.849999999999994,20.15
2023-08-04 12:00:00,0.07547169811320754,5.0,17.0,,41.099999999999994,23.6
2023-08-04 13:00:00,0.04716981132075471,2.5,15.5,,38.05,25.1
2023-08-04 14:00:00,0.05660377358490566,4.0,12.5,,35.4,26.65
2023-08-04 15:00:00,0.0660377358490566,4.0,15.5,,35.75,24.5
2023-08-04 16:00:00,0.05660377358490566,4.0,15.0,,37.1,23.0
2023-08-04 17:00:00,0.0660377358490566,3.5,17.5,,37.150000000000006,22.55
2023-08-04 18:00:00,0.09433962264150943,6.0,13.0,,40.3,18.5
2023-08-04 19:00:00,0.16037735849056603,14.5,9.5,,49.5,16.25
2023-08-04 20:00:00,0.22641509433962265,14.0,13.0,,52.9,15.4
2023-08-04 21:00:00,0.22641509433962265,14.0,16.0,,58.2,14.1
2023-08-04 22:00:00,0.11320754716981132,7.0,16.0,,59.4,13.7
2023-08-04 23:00:00,0.09433962264150943,5.0,20.0,,61.1,13.3
2023-08-05 00:00:00,0.1320754716981132,8.0,15.5,,63.25,13.0
2023-08-05 01:00:00,0.09433962264150943,6.0,17.0,,66.6,12.2
2023-08-05 02:00:00,0.11320754716981132,6.5,4.5,,66.2,12.649999999999999
2023-08-05 03:00:00,0.1547169811320755,,,,,
2023-08-05 04:00:00,0.19622641509433963,,,,,
2023-08-05 05:00:00,0.23773584905660375,,,,,
2023-08-05 06:00:00,0.2792452830188679,,,,,
2023-08-05 07:00:00,0.32075471698113206,20.0,11.0,,68.8,13.3
2023-08-05 08:00:00,0.330188679245283,19.5,13.5,,62.7,16.200000000000003
2023-08-05 09:00:00,0.09433962264150943,6.0,12.0,,51.1,18.8
2023-08-05 10:00:00,0.05660377358490566,3.0,18.5,,47.7,20.15
2023-08-05 11:00:00,0.03773584905660377,2.5,15.5,,43.0,21.45
2023-08-05 12:00:00,0.05660377358490566,3.0,16.0,,38.75,24.15
2023-08-05 13:00:00,0.03773584905660377,3.5,15.5,,38.95,23.75
2023-08-05 14:00:00,0.05660377358490566,5.5,18.5,,38.25,24.1
2023-08-05 15:00:00,0.08490566037735849,5.0,19.0,,39.3,22.55
2023-08-05 16:00:00,0.0660377358490566,4.0,17.0,,41.05,22.05
2023-08-05 17:00:00,0.05660377358490566,3.5,14.5,,42.85,21.75
2023-08-05 18:00:00,0.18867924528301885,10.0,13.0,,49.6,17.2
2023-08-05 19:00:00,0.1509433962264151,8.0,13.5,,55.849999999999994,15.25
2023-08-05 20:00:00,0.22641509433962265,15.0,12.0,,58.5,14.2
2023-08-05 21:00:00,0.2830188679245283,15.0,15.5,,63.5,13.5
2023-08-05 22:00:00,0.1981132075471698,14.0,14.5,,66.5,11.95
2023-08-05 23:00:00,0.1509433962264151,9.0,14.0,,67.2,11.5
2023-08-06 00:00:00,0.1320754716981132,9.0,13.5,,67.6,11.0
2023-08-06 01:00:00,0.11320754716981132,7.0,16.5,,69.2,10.8
2023-08-06 02:00:00,0.20754716981132074,12.5,18.5,,68.85,10.8
2023-08-06 03:00:00,0.33962264150943394,21.0,17.5,,72.65,9.5
2023-08-06 04:00:00,0.2641509433962264,15.0,17.5,,74.75,9.4
2023-08-06 05:00:00,0.24528301886792453,13.0,15.0,,73.1,9.8
2023-08-06 06:00:00,0.4150943396226415,26.0,17.5,,74.55000000000001,8.75
2023-08-06 07:00:00,0.4528301886792453,25.0,15.0,,65.5,13.3
2023-08-06 08:00:00,0.43396226415094336,29.0,18.0,,64.1,14.9
2023-08-06 09:00:00,0.22641509433962265,14.0,16.0,,53.2,18.4
2023-08-06 10:00:00,0.09433962264150943,5.0,13.5,,49.75,20.05
2023-08-06 11:00:00,0.07547169811320754,5.0,16.0,,48.2,20.5
2023-08-06 12:00:00,0.0,0.0,16.0,,40.4,23.1
2023-08-06 13:00:00,0.0,0.0,16.0,,37.2,24.4
2023-08-06 14:00:00,0.0,0.0,19.5,,37.1,25.049999999999997
2023-08-06 15:00:00,0.03773584905660377,3.0,18.5,,38.099999999999994,23.35
2023-08-06 16:00:00,0.05660377358490566,4.0,16.0,,41.6,20.85
2023-08-06 17:00:00,0.1509433962264151,8.0,16.0,,44.2,19.05
2023-08-06 18:00:00,0.14150943396226415,8.0,15.0,,46.2,17.549999999999997
2023-08-06 19:00:00,0.1509433962264151,11.0,18.0,,51.2,16.1
2023-08-06 20:00:00,0.1509433962264151,8.0,18.0,,54.5,15.8
2023-08-06 21:00:00,0.1320754716981132,7.0,16.0,,55.6,14.6
2023-08-06 22:00:00,0.11320754716981132,7.0,13.0,,62.6,14.1
2023-08-06 23:00:00,0.1320754716981132,7.0,14.0,,63.2,13.6
2023-08-07 00:00:00,0.09433962264150943,5.0,14.0,,72.0,12.5
2023-08-07 01:00:00,0.36792452830188677,20.0,14.5,,73.95,12.2
2023-08-07 02:00:00,0.27358490566037735,15.0,14.5,,75.6,11.9
2023-08-07 03:00:00,0.11320754716981132,7.0,17.0,,77.4,11.7
2023-08-07 04:00:00,0.1320754716981132,7.0,15.0,,77.0,11.7
2023-08-07 05:00:00,0.18867924528301885,11.0,13.0,,77.4,11.8
2023-08-07 06:00:00,0.16981132075471697,9.0,16.5,,76.95,11.75
2023-08-07 07:00:00,0.6415094339622641,44.0,20.5,,74.75,12.75
2023-08-07 08:00:00,0.6792452830188679,50.0,15.5,,72.6,13.25
2023-08-07 09:00:00,0.6037735849056604,40.0,14.0,,70.25,14.4
2023-08-07 10:00:00,0.43396226415094336,27.0,15.0,,62.7,18.5
2023-08-07 11:00:00,0.24528301886792453,14.0,15.0,,54.0,20.9
2023-08-07 12:00:00,0.16981132075471697,10.0,19.0,,51.0,20.8
2023-08-07 13:00:00,0.07547169811320754,5.0,15.0,,45.8,22.5
2023-08-07 14:00:00,0.018867924528301886,1.0,14.0,,42.8,24.7
2023-08-07 15:00:00,0.018867924528301886,1.0,14.5,,44.2,20.950000000000003
2023-08-07 16:00:00,0.018867924528301886,1.0,14.5,,45.1,19.55
2023-08-07 17:00:00,0.018867924528301886,1.0,10.0,,46.55,18.35
2023-08-07 18:00:00,0.09433962264150943,5.0,10.0,,58.3,16.1
2023-08-07 19:00:00,0.18867924528301885,10.0,10.0,,60.6,15.5
2023-08-07 20:00:00,0.1320754716981132,7.0,17.0,,60.9,15.3
2023-08-07 21:00:00,0.05660377358490566,4.0,17.0,,64.5,14.5
2023-08-07 22:00:00,0.09433962264150943,5.0,17.5,,66.6,13.649999999999999
2023-08-07 23:00:00,0.08490566037735849,6.0,16.5,,68.95,13.1
2023-08-08 00:00:00,0.07547169811320754,5.5,16.5,,70.4,12.05
2023-08-08 01:00:00,0.07547169811320754,4.0,18.5,,73.15,11.2
2023-08-08 02:00:00,0.11320754716981132,6.5,17.0,,75.05000000000001,10.7
2023-08-08 03:00:00,0.16981132075471697,10.0,15.0,,74.6,10.8
2023-08-08 04:00:00,0.32075471698113206,25.0,16.0,,77.6,9.7
2023-08-08 05:00:00,0.43396226415094336,33.0,13.5,,80.15,9.1
2023-08-08 06:00:00,0.33962264150943394,20.0,14.0,,79.6,9.3
2023-08-08 07:00:00,0.5660377358490566,39.0,16.5,,75.05,11.05
2023-08-08 08:00:00,0.5849056603773585,34.0,13.0,,70.1,11.9
2023-08-08 09:00:00,0.1320754716981132,8.0,17.0,,48.95,19.85
2023-08-08 10:00:00,0.018867924528301886,1.0,13.5,,40.7,20.299999999999997
2023-08-08 11:00:00,0.07547169811320754,4.0,12.5,,37.8,22.3
2023-08-08 12:00:00,0.05660377358490566,3.0,17.0,,35.3,24.0
2023-08-08 13:00:00,0.05660377358490566,4.0,18.0,,33.1,25.2
2023-08-08 14:00:00,0.05660377358490566,3.0,16.0,,32.7,25.1
2023-08-08 15:00:00,0.05660377358490566,3.0,17.0,,34.650000000000006,22.95
2023-08-08 16:00:00,0.11320754716981132,7.0,14.0,,35.6,22.7
2023-08-08 17:00:00,0.16981132075471697,9.0,17.0,,37.5,20.0
2023-08-08 18:00:00,0.11320754716981132,6.0,13.0,,42.8,17.2
2023-08-08 19:00:00,0.20754716981132074,13.0,15.0,,24.0,7.3
2023-08-08 20:00:00,0.14150943396226415,9.0,14.0,,51.8,14.0
2023-08-08 21:00:00,0.11320754716981132,7.0,15.0,,53.3,13.0
2023-08-08 22:00:00,0.11320754716981132,7.0,14.0,,55.9,11.5
2023-08-08 23:00:00,0.07547169811320754,4.0,14.5,,58.8,11.0
2023-08-09 00:00:00,0.16981132075471697,10.0,14.0,,61.4,10.4
2023-08-09 01:00:00,0.21698113207547168,13.0,17.0,,64.0,9.8
2023-08-09 02:00:00,0.16037735849056603,9.0,17.0,,64.75,9.5
2023-08-09 03:00:00,0.20754716981132074,13.0,15.0,,65.3,9.2
2023-08-09 04:00:00,0.22641509433962265,12.0,16.5,,69.2,8.9
2023-08-09 05:00:00,0.2830188679245283,20.0,17.5,,68.45,9.0
2023-08-09 06:00:00,0.49056603773584906,37.0,17.0,,68.7,9.4
2023-08-09 07:00:00,0.5660377358490566,37.0,17.5,,71.95,9.3
2023-08-09 08:00:00,0.5660377358490566,36.0,15.0,,72.4,10.6
2023-08-09 09:00:00,0.3584905660377358,25.0,16.0,,64.1,13.8
2023-08-09 10:00:00,0.3584905660377358,23.0,19.5,,60.0,17.700000000000003
2023-08-09 11:00:00,0.24528301886792453,14.0,13.0,,55.75,18.8
2023-08-09 12:00:00,0.2641509433962264,14.0,11.5,,53.400000000000006,19.3
2023-08-09 13:00:00,0.2641509433962264,14.0,13.0,,53.5,18.5
2023-08-09 14:00:00,0.1320754716981132,8.0,19.5,,43.75,23.4
2023-08-09 15:00:00,0.12264150943396226,7.0,18.0,,42.85,22.4
2023-08-09 16:00:00,0.10377358490566037,6.0,17.5,,42.7,22.15
2023-08-09 17:00:00,0.11320754716981132,8.0,21.0,,43.2,21.6
2023-08-09 18:00:00,0.25471698113207547,19.5,14.5,,54.2,16.45
2023-08-09 19:00:00,0.24528301886792453,16.0,17.0,,61.2,13.8
2023-08-09 20:00:00,0.2641509433962264,16.0,17.5,,63.8,12.8
2023-08-09 21:00:00,0.24528301886792453,14.0,16.5,,66.1,11.7
2023-08-09 22:00:00,0.1509433962264151,8.0,19.0,,68.7,10.9
2023-08-09 23:00:00,0.18867924528301885,11.0,16.0,,70.7,10.0
2023-08-10 00:00:00,0.20754716981132074,12.0,16.5,,72.9,9.55
2023-08-10 01:00:00,0.16981132075471697,14.0,16.0,,74.15,9.2
2023-08-10 02:00:00,0.3584905660377358,27.0,12.5,,74.94999999999999,7.65
2023-08-10 03:00:00,0.3584905660377358,25.0,15.5,,78.45,8.1
2023-08-10 04:00:00,0.4245283018867924,29.5,15.0,,75.69999999999999,9.0
2023-08-10 05:00:00,0.5188679245283019,35.5,16.5,,76.5,8.4
2023-08-10 06:00:00,0.49056603773584906,34.0,14.0,,78.1,8.8
2023-08-10 07:00:00,0.6415094339622641,45.5,18.0,,75.8,9.850000000000001
2023-08-10 08:00:00,0.7169811320754716,52.0,15.5,,67.85,12.55
2023-08-10 09:00:00,0.6037735849056604,39.0,14.0,,60.8,15.9
2023-08-10 10:00:00,0.5849056603773585,38.0,13.0,,56.849999999999994,17.049999999999997
2023-08-10 11:00:00,0.6037735849056604,41.0,13.5,,48.95,19.75
2023-08-10 12:00:00,0.32075471698113206,18.0,21.0,,42.5,23.8
2023-08-10 13:00:00,0.1320754716981132,7.0,19.0,,45.4,19.5
2023-08-10 14:00:00,0.2830188679245283,17.5,19.0,,46.05,20.4
2023-08-10 15:00:00,0.22641509433962265,14.0,16.0,,41.9,24.2
2023-08-10 16:00:00,0.16981132075471697,9.0,17.0,,41.1,22.5
2023-08-10 17:00:00,0.18867924528301885,11.0,10.0,,43.4,20.3
2023-08-10 18:00:00,0.11320754716981132,7.5,13.0,,49.7,17.85
2023-08-10 19:00:00,0.10377358490566037,6.5,12.5,,52.7,16.95
2023-08-10 20:00:00,0.11320754716981132,7.0,16.0,,55.2,16.3
2023-08-10 21:00:00,0.1320754716981132,8.0,20.0,,56.55,15.4
2023-08-10 22:00:00,0.1509433962264151,8.0,16.5,,61.9,14.8
2023-08-10 23:00:00,0.1320754716981132,9.5,12.5,,64.6,13.649999999999999
2023-08-11 00:00:00,0.11320754716981132,7.5,18.0,,66.80000000000001,12.7
2023-08-11 01:00:00,0.1509433962264151,11.0,17.5,,68.1,12.6
2023-08-11 02:00:00,0.09433962264150943,6.0,17.0,,68.3,12.8
2023-08-11 03:00:00,0.1320754716981132,7.0,15.5,,70.1,12.25
2023-08-11 04:00:00,0.11320754716981132,6.0,16.0,,71.0,12.2
2023-08-11 05:00:00,0.16981132075471697,10.0,15.5,,71.4,12.2
2023-08-11 06:00:00,0.2641509433962264,16.0,14.0,,72.0,12.4
2023-08-11 07:00:00,0.32075471698113206,22.0,15.0,,67.4,13.4
2023-08-11 08:00:00,0.16981132075471697,13.5,10.5,,59.6,17.0
2023-08-11 09:00:00,0.0660377358490566,5.0,19.0,,56.5,17.85
2023-08-11 10:00:00,0.05660377358490566,3.5,14.5,,49.650000000000006,20.25
2023-08-11 11:00:00,0.05660377358490566,3.0,14.5,,45.95,20.5
2023-08-11 12:00:00,0.05660377358490566,3.0,18.5,,44.3,20.35
2023-08-11 13:00:00,0.05660377358490566,3.0,20.0,,42.2,21.0
2023-08-11 14:00:00,0.03773584905660377,2.0,11.0,,39.1,23.45
2023-08-11 15:00:00,0.05660377358490566,3.0,14.0,,38.4,23.4
2023-08-11 16:00:00,0.11320754716981132,6.0,19.5,,43.6,19.45
2023-08-11 17:00:00,0.11320754716981132,8.0,18.0,,41.5,19.9
2023-08-11 18:00:00,0.22641509433962265,18.0,17.0,,47.2,16.9
2023-08-11 19:00:00,0.2641509433962264,17.0,16.5,,49.7,15.649999999999999
2023-08-11 20:00:00,0.16037735849056603,9.0,15.0,,53.7,14.05
2023-08-11 21:00:00,0.12264150943396226,7.5,12.5,,58.5,12.9
2023-08-11 22:00:00,0.11320754716981132,6.0,14.0,,59.7,12.4
2023-08-11 23:00:00,0.07547169811320754,4.0,16.5,,61.650000000000006,11.7
2023-08-12 00:00:00,0.1509433962264151,9.0,15.0,,63.3,11.3
2023-08-12 01:00:00,0.11320754716981132,7.0,13.5,,67.35,10.1
2023-08-12 02:00:00,0.1509433962264151,10.0,14.0,,68.05000000000001,9.7
2023-08-12 03:00:00,0.10377358490566037,6.0,13.5,,69.3,9.1
2023-08-12 04:00:00,0.16981132075471697,10.0,17.5,,70.7,8.8
2023-08-12 05:00:00,0.16981132075471697,10.0,16.0,,70.4,9.0
2023-08-12 06:00:00,0.32075471698113206,20.0,17.5,,69.95,9.6
2023-08-12 07:00:00,0.3773584905660377,24.0,15.5,,67.65,11.1
2023-08-12 08:00:00,0.3962264150943396,22.0,19.0,,60.8,15.2
2023-08-12 09:00:00,0.33962264150943394,23.0,18.0,,51.2,19.2
2023-08-12 10:00:00,0.11320754716981132,7.0,14.5,,43.1,21.2
2023-08-12 11:00:00,0.11320754716981132,7.0,12.5,,42.2,21.0
2023-08-12 12:00:00,0.11320754716981132,7.0,13.0,,39.6,21.5
2023-08-12 13:00:00,0.09433962264150943,6.0,15.0,,39.6,21.4
2023-08-12 14:00:00,0.09433962264150943,6.5,15.5,,37.45,23.049999999999997
2023-08-12 15:00:00,0.09433962264150943,5.0,14.0,,36.3,23.7
2023-08-12 16:00:00,0.09433962264150943,7.0,15.0,,38.2,20.9
2023-08-12 17:00:00,0.11320754716981132,8.0,16.5,,38.7,21.1
2023-08-12 18:00:00,0.16981132075471697,10.0,12.5,,41.95,18.25
2023-08-12 19:00:00,0.16981132075471697,9.0,17.0,,45.9,17.4
2023-08-12 20:00:00,0.1320754716981132,7.0,16.5,,52.55,16.4
2023-08-12 21:00:00,0.16981132075471697,13.0,16.5,,58.349999999999994,15.1
2023-08-12 22:00:00,0.09433962264150943,5.0,16.0,,65.4,13.4
2023-08-12 23:00:00,0.05660377358490566,4.0,12.5,,66.69999999999999,13.0
2023-08-13 00:00:00,0.05660377358490566,4.0,17.0,,68.3,12.7
2023-08-13 01:00:00,0.03773584905660377,2.5,13.5,,65.35,12.4
2023-08-13 02:00:00,0.09433962264150943,6.0,15.5,,69.0,11.75
2023-08-13 03:00:00,0.11320754716981132,6.0,14.0,,69.6,11.6
2023-08-13 04:00:00,0.0660377358490566,4.5,15.5,,70.80000000000001,10.850000000000001
2023-08-13 05:00:00,0.1509433962264151,8.0,17.0,,73.3,10.3
2023-08-13 06:00:00,0.2641509433962264,16.0,13.0,,71.5,10.1
2023-08-13 07:00:00,0.16981132075471697,11.0,13.5,,64.6,12.75
2023-08-13 08:00:00,0.3018867924528302,19.0,15.5,,61.4,15.3
2023-08-13 09:00:00,0.11320754716981132,8.0,18.0,,52.4,17.4
2023-08-13 10:00:00,0.1320754716981132,7.0,18.0,,42.7,19.9
2023-08-13 11:00:00,0.1320754716981132,7.0,18.0,,41.0,21.0
2023-08-13 12:00:00,0.05660377358490566,5.0,17.5,,39.45,21.2
2023-08-13 13:00:00,0.03773584905660377,2.0,14.0,,36.6,22.2
2023-08-13 14:00:00,0.018867924528301886,1.0,16.5,,34.8,23.05
2023-08-13 15:00:00,0.03773584905660377,3.0,18.5,,37.349999999999994,21.7
2023-08-13 16:00:00,0.07547169811320754,5.0,14.5,,38.5,21.15
2023-08-13 17:00:00,0.05660377358490566,3.0,14.5,,43.9,17.15
2023-08-13 18:00:00,0.07547169811320754,5.0,16.0,,47.0,15.7
2023-08-13 19:00:00,0.20754716981132074,12.0,14.0,,52.2,14.4
2023-08-13 20:00:00,0.16037735849056603,10.5,15.5,,54.15,13.55
2023-08-13 21:00:00,0.11320754716981132,7.0,16.0,,56.3,13.5
2023-08-13 22:00:00,0.1509433962264151,8.0,14.0,,57.7,13.6
2023-08-13 23:00:00,0.09433962264150943,6.0,16.0,,58.1,13.0
2023-08-14 00:00:00,0.1320754716981132,7.0,18.0,,62.9,11.1
2023-08-14 01:00:00,0.07547169811320754,5.0,15.0,,66.7,10.2
2023-08-14 02:00:00,0.05660377358490566,3.5,17.5,,67.1,10.1
2023-08-14 03:00:00,0.05660377358490566,3.5,17.5,,67.85,10.05
2023-08-14 04:00:00,0.16981132075471697,10.5,18.0,,69.55,10.0
2023-08-14 05:00:00,0.18867924528301885,10.0,14.5,,70.15,9.75
2023-08-14 06:00:00,0.29245283018867924,18.0,15.5,,72.2,9.850000000000001
2023-08-14 07:00:00,0.3584905660377358,21.0,11.0,,63.7,13.2
2023-08-14 08:00:00,0.3018867924528302,19.0,13.0,,56.9,16.3
2023-08-14 09:00:00,0.12264150943396226,7.0,12.5,,46.5,19.5
2023-08-14 10:00:00,0.1320754716981132,8.0,16.5,,43.349999999999994,20.2
2023-08-14 11:00:00,0.05660377358490566,3.0,12.0,,41.4,20.0
2023-08-14 12:00:00,0.07547169811320754,10.0,12.0,,37.6,23.9
2023-08-14 13:00:00,0.07547169811320754,11.0,18.5,,37.45,23.6
2023-08-14 14:00:00,0.09433962264150943,5.5,16.5,,35.2,26.2
2023-08-14 15:00:00,0.09433962264150943,6.0,17.0,,37.0,24.75
2023-08-14 16:00:00,0.05660377358490566,4.0,14.5,,36.8,23.15
2023-08-14 17:00:00,0.05660377358490566,3.0,18.0,,35.6,22.5
2023-08-14 18:00:00,0.1320754716981132,9.0,17.0,,44.8,17.2
2023-08-14 19:00:00,0.05660377358490566,6.0,19.0,,49.0,15.2
2023-08-14 20:00:00,0.018867924528301886,1.0,15.5,,49.150000000000006,15.0
2023-08-14 21:00:00,0.018867924528301886,3.0,14.0,,49.7,14.7
2023-08-14 22:00:00,0.03773584905660377,3.0,16.0,,53.2,14.2
2023-08-14 23:00:00,0.018867924528301886,1.0,14.0,,53.5,13.8
2023-08-15 00:00:00,0.018867924528301886,1.0,490.0,,54.2,13.5
2023-08-15 01:00:00,0.0,0.5,507.0,,54.85,13.1
2023-08-15 02:00:00,0.018867924528301886,1.0,511.5,,57.650000000000006,12.6
2023-08-15 03:00:00,0.07547169811320754,5.0,543.0,,60.6,12.1
2023-08-15 04:00:00,0.05660377358490566,4.0,533.0,,61.75,12.05
2023-08-15 05:00:00,0.11320754716981132,6.0,545.0,,62.9,11.6
2023-08-15 06:00:00,0.24528301886792453,14.0,542.0,,64.2,11.5
2023-08-15 07:00:00,0.20754716981132074,13.0,527.0,,58.2,14.3
2023-08-15 08:00:00,0.21698113207547168,12.0,516.0,,55.7,16.1
2023-08-15 09:00:00,0.1509433962264151,12.0,454.0,,49.9,18.4
2023-08-15 10:00:00,0.07547169811320754,4.0,439.5,,43.0,21.5
2023-08-15 11:00:00,0.05660377358490566,5.0,433.0,,42.6,20.4
2023-08-15 12:00:00,0.03773584905660377,3.5,430.0,,42.15,20.7
2023-08-15 13:00:00,0.03773584905660377,3.0,424.5,,40.85,21.95
2023-08-15 14:00:00,0.07547169811320754,5.0,425.0,,38.8,22.4
2023-08-15 15:00:00,0.09433962264150943,7.0,430.0,,40.3,20.7
2023-08-15 16:00:00,0.03773584905660377,2.0,424.0,,38.150000000000006,21.35
2023-08-15 17:00:00,0.05660377358490566,4.5,443.0,,40.05,19.65
2023-08-15 18:00:00,0.09433962264150943,5.0,476.5,,45.25,18.1
2023-08-15 19:00:00,0.20754716981132074,11.0,491.0,,53.5,16.2
2023-08-15 20:00:00,0.1509433962264151,10.0,495.0,,57.4,15.0
2023-08-15 21:00:00,0.1792452830188679,10.0,516.0,,60.1,13.6
2023-08-15 22:00:00,0.1509433962264151,8.0,520.0,,62.2,12.9
2023-08-15 23:00:00,0.1509433962264151,8.0,532.5,,64.65,11.95
